Faction_Name,Component_Type,Component_ID,FACTION_NAME,HOME_SYSTEM,COMMODITIES,STARTING_TECHNOLOGIES,BREAKTROUGH,Full_Rule_Text
Titans of Ul,SPECIAL_UNITS,SPACE CANNON 6,,,,,,SPACE CANNON 6
Titans of Ul,SPECIAL_UNITS,PRODUCTION 1,,,,,,PRODUCTION 1
Titans of Ul,SPECIAL_UNITS,This unit is treated as both a structure and a ground force. It cannot be transported.,,,,,,This unit is treated as both a structure and a ground force. It cannot be transported.
Titans of Ul,FLAGSHIP,Ouranos,,,,,,Ouranos:
Titans of Ul,FLAGSHIP,Cost,,,,,,Cost: 8
Titans of Ul,FLAGSHIP,Combat,,,,,,Combat: 7 (x2)
Titans of Ul,FLAGSHIP,Move,,,,,,Move: 1
Titans of Ul,FLAGSHIP,Capacity,,,,,,Capacity: 3
Titans of Ul,FLAGSHIP,Sustain Damage,,,,,,Sustain Damage
Titans of Ul,FLAGSHIP,DEPLOY,,,,,,"DEPLOY: After you activate a system that contains 1 or more of your PDS, you may replace 1 of those PDS with this unit."
Titans of Ul,MECH,Hecatoncheires,,,,,,Hecatoncheires:
Titans of Ul,MECH,Cost,,,,,,Cost: 2
Titans of Ul,MECH,Combat,,,,,,Combat: 6
Titans of Ul,MECH,Sustain Damage,,,,,,Sustain Damage
Titans of Ul,MECH,DEPLOY,,,,,,"DEPLOY: When you would place a PDS on a planet, you may place 1 mech and 1 infantry on that planet instead."
Titans of Ul,AGENT,Tellurian,,,,,,Tellurian:
Titans of Ul,AGENT,When a hit is produced against a unit,,,,,,When a hit is produced against a unit:
Titans of Ul,AGENT,You may exhaust this card to cancel that hit.,,,,,,You may exhaust this card to cancel that hit.
Titans of Ul,COMMANDER,Tungstantus,,,,,,Tungstantus:
Titans of Ul,COMMANDER,Unlock,,,,,,Unlock: Have 5 structures on the game board.
Titans of Ul,COMMANDER,When 1 or more of your units use PRODUCTION,,,,,,When 1 or more of your units use PRODUCTION:
Titans of Ul,COMMANDER,You may gain 1 trade good.,,,,,,You may gain 1 trade good.
Titans of Ul,HERO,Ul the Progenitor,,,,,,Ul the Progenitor:
Titans of Ul,HERO,Unlock,,,,,,Unlock: Have 3 scored objectives.
Titans of Ul,HERO,Geoform,,,,,,Geoform:
Titans of Ul,HERO,ACTION,,,,,,"ACTION: Ready Elysium and attach this card to it. Its resource and influence values are each increased by 3, and it gains the SPACE CANNON 5 (x3) ability as if it were a unit."
Titans of Ul,PROMISSORY_NOTE,Terraform,,,,,,Terraform:
Titans of Ul,PROMISSORY_NOTE,ACTION,,,,,,"ACTION: Attach this card to a non-home planet you control other than Mecatol Rex. Its resource and influence values are each increased by 1, and it is treated as having all 3 planet traits (cultural, hazardous, and industrial)."
Titans of Ul,BREAKTHROUGH,Slumberstate Computing,,,,,,Slumberstate Computing: Y<>G
Titans of Ul,BREAKTHROUGH,"When COALESCENCE results in a ground combat, if you commit no other units, you may choose for your units to coexist instead. During the status phase, for each player you are coexisting with, you and that player each draw 1 additional action card.",,,,,,"When COALESCENCE results in a ground combat, if you commit no other units, you may choose for your units to coexist instead. During the status phase, for each player you are coexisting with, you and that player each draw 1 additional action card."
Titans of Ul,BREAKTHROUGH,Other players may allow you to place a sleeper token on a planet they control.,,,,,,Other players may allow you to place a sleeper token on a planet they control.
Titans of Ul,STARTING_FLEET,1 Dreadnought,,,,,,1 Dreadnought
Titans of Ul,STARTING_FLEET,2 Cruisers,,,,,,2 Cruisers
Titans of Ul,STARTING_FLEET,2 Fighters,,,,,,2 Fighters
Titans of Ul,STARTING_FLEET,3 Infantry,,,,,,3 Infantry
Titans of Ul,STARTING_FLEET,1 Space Dock,,,,,,1 Space Dock
Universities of Jol-Nar,FACTION_SUMMARY,Universities of Jol-Nar,Universities of Jol-Nar,"Jol: 1/2
Nar: 2/3",4,"Neural Motivator (0)
Antimass Deflector (0)
Sarween Tools (0)
Plasma Scoring (0)",,
Universities of Jol-Nar,FACTION_ABILITIES,Fragile,,,,,,Fragile:
Universities of Jol-Nar,FACTION_ABILITIES,Apply -1 to the result of each of your unit's combat rolls.,,,,,,Apply -1 to the result of each of your unit's combat rolls.
Universities of Jol-Nar,FACTION_ABILITIES,Brilliant,,,,,,Brilliant:
Universities of Jol-Nar,FACTION_ABILITIES,"When you spend a command token to resolve the secondary ability of the Technology strategy card, you may resolve the primary ability instead.",,,,,,"When you spend a command token to resolve the secondary ability of the Technology strategy card, you may resolve the primary ability instead."
Universities of Jol-Nar,FACTION_ABILITIES,Analytical,,,,,,Analytical:
Universities of Jol-Nar,FACTION_ABILITIES,"When you research a technology that is not a unit upgrade technology, you may ignore 1 prerequisite.",,,,,,"When you research a technology that is not a unit upgrade technology, you may ignore 1 prerequisite."
Universities of Jol-Nar,PROMISSORY_NOTE,Research Agreement,,,,,,Research Agreement:
Universities of Jol-Nar,PROMISSORY_NOTE,After the Jol-Nar player researches a technology that is not a faction technology,,,,,,After the Jol-Nar player researches a technology that is not a faction technology:
Universities of Jol-Nar,PROMISSORY_NOTE,"Gain that technology. Then, return this card to the Jol-Nar player.",,,,,,"Gain that technology. Then, return this card to the Jol-Nar player."
Universities of Jol-Nar,STARTING_FLEET,1 Dreadnought,,,,,,1 Dreadnought
Universities of Jol-Nar,STARTING_FLEET,2 Carriers,,,,,,2 Carriers
Universities of Jol-Nar,STARTING_FLEET,1 Fighter,,,,,,1 Fighter
Universities of Jol-Nar,STARTING_FLEET,2 Infantry,,,,,,2 Infantry
Universities of Jol-Nar,STARTING_FLEET,1 Space Dock,,,,,,1 Space Dock
Universities of Jol-Nar,STARTING_FLEET,2 PDS,,,,,,2 PDS
Vuil'raith Cabal,FACTION_SUMMARY,Vuil'raith Cabal,Vuil'raith Cabal,Acheron: 4/0,2,Self-Assembly Routines (R),,
Vuil'raith Cabal,FACTION_ABILITIES,Devour,,,,,,Devour:
Vuil'raith Cabal,FACTION_ABILITIES,Capture your opponent's non-structure units that are destroyed during combat.,,,,,,Capture your opponent's non-structure units that are destroyed during combat.
Vuil'raith Cabal,FACTION_ABILITIES,Amalgamation,,,,,,Amalgamation:
Vuil'raith Cabal,FACTION_ABILITIES,"When you produce a unit, you may return 1 captured unit of that type to produce that unit without spending resources.",,,,,,"When you produce a unit, you may return 1 captured unit of that type to produce that unit without spending resources."
Vuil'raith Cabal,FACTION_ABILITIES,Riftmeld,,,,,,Riftmeld:
Vuil'raith Cabal,FACTION_ABILITIES,"When you research a unit upgrade technology, you may return 1 captured unit of that type to ignore all of that technology's prerequisites.",,,,,,"When you research a unit upgrade technology, you may return 1 captured unit of that type to ignore all of that technology's prerequisites."
Vuil'raith Cabal,FACTION_TECHNOLOGIES,Dimensional Tear II,,,,,,Dimensional Tear II (YY):
Vuil'raith Cabal,FACTION_TECHNOLOGIES,Vuil'raith Space Dock,,,,,,Vuil'raith Space Dock
Vuil'raith Cabal,FACTION_TECHNOLOGIES,PRODUCTION 7,,,,,,PRODUCTION 7
Vuil'raith Cabal,FACTION_TECHNOLOGIES,This system is a gravity rift; your ships do not roll for this gravity rift. Place a dimensional tear token beneath this unit as a reminder.,,,,,,This system is a gravity rift; your ships do not roll for this gravity rift. Place a dimensional tear token beneath this unit as a reminder.
Vuil'raith Cabal,FACTION_TECHNOLOGIES,Up to 12 fighters in this system do not count against your ships' capacity.,,,,,,Up to 12 fighters in this system do not count against your ships' capacity.
Vuil'raith Cabal,FACTION_TECHNOLOGIES,Vortex,,,,,,Vortex (R):
Vuil'raith Cabal,FACTION_TECHNOLOGIES,ACTION,,,,,,ACTION: Exhaust this card to choose another player's non-structure unit in a system that is adjacent to 1 or more of your space docks. Capture 1 unit of that type from that player's reinforcements.
Vuil'raith Cabal,SPECIAL_UNITS,Dimensional Tear I,,,,,,Dimensional Tear I:
Vuil'raith Cabal,SPECIAL_UNITS,Vuil'raith Space Dock,,,,,,Vuil'raith Space Dock
Vuil'raith Cabal,SPECIAL_UNITS,PRODUCTION 5,,,,,,PRODUCTION 5
Vuil'raith Cabal,SPECIAL_UNITS,This system is a gravity rift; your ships do not roll for this gravity rift. Place a dimensional tear token beneath this unit as a reminder.,,,,,,This system is a gravity rift; your ships do not roll for this gravity rift. Place a dimensional tear token beneath this unit as a reminder.
Vuil'raith Cabal,SPECIAL_UNITS,Up to 6 fighters in this system do not count against your ships' capacity.,,,,,,Up to 6 fighters in this system do not count against your ships' capacity.
Vuil'raith Cabal,FLAGSHIP,The Terror Between,,,,,,The Terror Between:
Vuil'raith Cabal,FLAGSHIP,Cost,,,,,,Cost: 8
Vuil'raith Cabal,FLAGSHIP,Combat,,,,,,Combat: 5 (x2)
Vuil'raith Cabal,FLAGSHIP,Move,,,,,,Move: 1
Vuil'raith Cabal,FLAGSHIP,Capacity,,,,,,Capacity: 3
Vuil'raith Cabal,FLAGSHIP,Sustain Damage,,,,,,Sustain Damage
Vuil'raith Cabal,FLAGSHIP,BOMBARDMENT 5,,,,,,BOMBARDMENT 5
Vuil'raith Cabal,FLAGSHIP,"Capture all other non-structure units that are destroyed in this system, including your own.",,,,,,"Capture all other non-structure units that are destroyed in this system, including your own."
Vuil'raith Cabal,MECH,Reanimator,,,,,,Reanimator:
Vuil'raith Cabal,MECH,Cost,,,,,,Cost: 2
Vuil'raith Cabal,MECH,Combat,,,,,,Combat: 6
Vuil'raith Cabal,MECH,Sustain Damage,,,,,,Sustain Damage
Vuil'raith Cabal,MECH,"When your infantry on this planet are destroyed, place them on your faction sheet; those units are captured.",,,,,,"When your infantry on this planet are destroyed, place them on your faction sheet; those units are captured."
Vuil'raith Cabal,AGENT,The Stillness of Stars,,,,,,The Stillness of Stars:
Vuil'raith Cabal,AGENT,After another player replenishes commodities,,,,,,After another player replenishes commodities:
Vuil'raith Cabal,AGENT,You may exhaust this card to convert their commodities to trade goods and capture 1 unit from their reinforcements that has a cost equal to or lower than their commodity value.,,,,,,You may exhaust this card to convert their commodities to trade goods and capture 1 unit from their reinforcements that has a cost equal to or lower than their commodity value.
Vuil'raith Cabal,COMMANDER,That Which Molds Flesh,,,,,,That Which Molds Flesh:
Vuil'raith Cabal,COMMANDER,Unlock,,,,,,Unlock: Have units in 3 gravity rifts.
Vuil'raith Cabal,COMMANDER,When you produce fighter or infantry units,,,,,,When you produce fighter or infantry units:
Vuil'raith Cabal,COMMANDER,Up to 2 of those units do not count against your PRODUCTION limit.,,,,,,Up to 2 of those units do not count against your PRODUCTION limit.
Vuil'raith Cabal,HERO,It Feeds on Carrion,,,,,,It Feeds on Carrion:
Vuil'raith Cabal,HERO,Unlock,,,,,,Unlock: Have 3 scored objectives.
Vuil'raith Cabal,HERO,Dimensional Anchor,,,,,,Dimensional Anchor:
Vuil'raith Cabal,HERO,ACTION,,,,,,"ACTION: Each other player rolls a die for each of his non-fighter ships that are in or adjacent to a system that contains a dimensional tear; on a 1-3, capture that unit. If this causes a player's ground forces or fighter to be removed, also capture those units.Then, purge this card."
Vuil'raith Cabal,PROMISSORY_NOTE,Crucible,,,,,,Crucible:
Vuil'raith Cabal,PROMISSORY_NOTE,After you activate a system,,,,,,After you activate a system:
Vuil'raith Cabal,PROMISSORY_NOTE,"Your ships do not roll for gravity rifts during this movement; apply an additional +1 to the move values of your ships that would move out of or through a gravity rift instead. Then, return this card to the Vuil'raith player.",,,,,,"Your ships do not roll for gravity rifts during this movement; apply an additional +1 to the move values of your ships that would move out of or through a gravity rift instead. Then, return this card to the Vuil'raith player."
Vuil'raith Cabal,BREAKTHROUGH,Al'raith Ix Ianovar,,,,,,Al'raith Ix Ianovar: R<>G
Vuil'raith Cabal,BREAKTHROUGH,"This breakthrough causes The Fracture to enter play without a roll, if it is not already in play. After this card enters play, move up to 2 ingress tokens into systems that contain gravity rifts.",,,,,,"This breakthrough causes The Fracture to enter play without a roll, if it is not already in play. After this card enters play, move up to 2 ingress tokens into systems that contain gravity rifts."
Vuil'raith Cabal,BREAKTHROUGH,Apply +1 to the MOVE value of each of your ships that start their movement in The Fracture.,,,,,,Apply +1 to the MOVE value of each of your ships that start their movement in The Fracture.
Vuil'raith Cabal,STARTING_FLEET,1 Dreadnought,,,,,,1 Dreadnought
Vuil'raith Cabal,STARTING_FLEET,1 Carrier,,,,,,1 Carrier
Vuil'raith Cabal,STARTING_FLEET,1 Cruiser,,,,,,1 Cruiser
Vuil'raith Cabal,STARTING_FLEET,3 Fighters,,,,,,3 Fighters
Vuil'raith Cabal,STARTING_FLEET,3 Infantry,,,,,,3 Infantry
Vuil'raith Cabal,STARTING_FLEET,1 Space Dock,,,,,,1 Space Dock
Winnu,FACTION_SUMMARY,Winnu,Winnu,Winnu: 3/4,3,Choose any 1 technology that has no prerequisites,,
Winnu,FACTION_ABILITIES,Blood Ties,,,,,,Blood Ties:
Winnu,FACTION_ABILITIES,You do not have to spend influence to remove the custodians token from Mecatol Rex.,,,,,,You do not have to spend influence to remove the custodians token from Mecatol Rex.
Winnu,FACTION_ABILITIES,Reclamation,,,,,,Reclamation:
Winnu,FACTION_ABILITIES,"After you resolve a tactical action during which you gained control of Mecatol Rex, you may place 1 PDS and 1 space dock from your reinforcements on Mecatol Rex.",,,,,,"After you resolve a tactical action during which you gained control of Mecatol Rex, you may place 1 PDS and 1 space dock from your reinforcements on Mecatol Rex."
Winnu,PROMISSORY_NOTE,Acquiescence Ω,,,,,,Acquiescence Ω:
Winnu,PROMISSORY_NOTE,When the Winnu player resolves a strategic ACTION,,,,,,When the Winnu player resolves a strategic ACTION:
Winnu,PROMISSORY_NOTE,You do not have to spend or place a command token to resolve the secondary ability of that strategy card.,,,,,,You do not have to spend or place a command token to resolve the secondary ability of that strategy card.
Winnu,PROMISSORY_NOTE,"Then, return this card to the Winnu player.",,,,,,"Then, return this card to the Winnu player."
Winnu,STARTING_FLEET,1 Carrier,,,,,,1 Carrier
Winnu,STARTING_FLEET,1 Cruiser,,,,,,1 Cruiser
Winnu,STARTING_FLEET,2 Fighters,,,,,,2 Fighters
Winnu,STARTING_FLEET,2 Infantry,,,,,,2 Infantry
Winnu,STARTING_FLEET,1 Space Dock,,,,,,1 Space Dock
Winnu,STARTING_FLEET,1 PDS,,,,,,1 PDS
Xxcha Kingdom,FACTION_SUMMARY,Xxcha Kingdom,Xxcha Kingdom,"Archon Ren: 2/3
Archon Tau: 1/1",4,Graviton Laser System (Y),,
Xxcha Kingdom,FACTION_ABILITIES,Peace Accords,,,,,,Peace Accords:
Xxcha Kingdom,FACTION_ABILITIES,"After you resolve the primary or secondary ability of the Diplomacy strategy card, you may gain control of 1 planet other than Mecatol Rex that does not contain any units and is in a system that is adjacent to a planet you control.",,,,,,"After you resolve the primary or secondary ability of the Diplomacy strategy card, you may gain control of 1 planet other than Mecatol Rex that does not contain any units and is in a system that is adjacent to a planet you control."
Xxcha Kingdom,FACTION_ABILITIES,Quash,,,,,,Quash:
Xxcha Kingdom,FACTION_ABILITIES,"When an agenda is revealed, you may spend 1 token from your strategy pool to discard that agenda and reveal 1 agenda from the top of the deck. Players vote on this agenda instead.",,,,,,"When an agenda is revealed, you may spend 1 token from your strategy pool to discard that agenda and reveal 1 agenda from the top of the deck. Players vote on this agenda instead."
Xxcha Kingdom,PROMISSORY_NOTE,Political Favor,,,,,,Political Favor:
Xxcha Kingdom,PROMISSORY_NOTE,After an agenda is revealed,,,,,,After an agenda is revealed:
Xxcha Kingdom,PROMISSORY_NOTE,"Remove 1 token from the Xxcha player's strategy pool and return it to his reinforcements. Then, discard the revealed agenda and reveal 1 agenda from the top of the deck. Players vote on this agenda instead.",,,,,,"Remove 1 token from the Xxcha player's strategy pool and return it to his reinforcements. Then, discard the revealed agenda and reveal 1 agenda from the top of the deck. Players vote on this agenda instead."
Xxcha Kingdom,PROMISSORY_NOTE,"Then, return this card to the Xxcha player.",,,,,,"Then, return this card to the Xxcha player."
Xxcha Kingdom,STARTING_FLEET,1 Carrier,,,,,,1 Carrier
Xxcha Kingdom,STARTING_FLEET,2 Cruisers,,,,,,2 Cruisers
Xxcha Kingdom,STARTING_FLEET,3 Fighters,,,,,,3 Fighters
Xxcha Kingdom,STARTING_FLEET,4 Infantry,,,,,,4 Infantry
Xxcha Kingdom,STARTING_FLEET,1 Space Dock,,,,,,1 Space Dock
Xxcha Kingdom,STARTING_FLEET,1 PDS,,,,,,1 PDS
Yin Brotherhood,FACTION_SUMMARY,Yin Brotherhood,Yin Brotherhood,Darien: 4/4,2,Sarween Tools (0),,
Yin Brotherhood,FACTION_ABILITIES,Indoctrination,,,,,,Indoctrination:
Yin Brotherhood,FACTION_ABILITIES,"At the start of a ground combat, you may spend 2 influence to replace 1 of your opponent's participating infantry with 1 infantry from your reinforcements.",,,,,,"At the start of a ground combat, you may spend 2 influence to replace 1 of your opponent's participating infantry with 1 infantry from your reinforcements."
Yin Brotherhood,FACTION_ABILITIES,Devotion,,,,,,Devotion:
Yin Brotherhood,FACTION_ABILITIES,"After each space battle round, you may destroy 1 of your cruisers or destroyers in the active system to produce 1 hit and assign it to 1 of your opponent's ships in that system.",,,,,,"After each space battle round, you may destroy 1 of your cruisers or destroyers in the active system to produce 1 hit and assign it to 1 of your opponent's ships in that system."
Yin Brotherhood,PROMISSORY_NOTE,Greyfire Mutagen Ω,,,,,,Greyfire Mutagen Ω:
Yin Brotherhood,PROMISSORY_NOTE,At the start of a ground combat against 2 or more ground forces that are not controlled by the Yin player,,,,,,At the start of a ground combat against 2 or more ground forces that are not controlled by the Yin player:
Yin Brotherhood,PROMISSORY_NOTE,Replace 1 of your opponent's infantry with 1 infantry from your reinforcements.,,,,,,Replace 1 of your opponent's infantry with 1 infantry from your reinforcements.
Yin Brotherhood,PROMISSORY_NOTE,"Then, return this card to the Yin player.",,,,,,"Then, return this card to the Yin player."
Yin Brotherhood,STARTING_FLEET,2 Carriers,,,,,,2 Carriers
Yin Brotherhood,STARTING_FLEET,1 Destroyer,,,,,,1 Destroyer
Yin Brotherhood,STARTING_FLEET,4 Fighters,,,,,,4 Fighters
Yin Brotherhood,STARTING_FLEET,4 Infantry,,,,,,4 Infantry
Yin Brotherhood,STARTING_FLEET,1 Space Dock,,,,,,1 Space Dock
Yssaril Tribes,FACTION_SUMMARY,Yssaril Tribes,Yssaril Tribes,"Retillion: 2/3
Shalloq: 1/2",3,Neural Motivator (0),,
Yssaril Tribes,FACTION_ABILITIES,Stall Tactics,,,,,,Stall Tactics:
Yssaril Tribes,FACTION_ABILITIES,ACTION,,,,,,ACTION: Discard 1 action card from your hand.
Yssaril Tribes,FACTION_ABILITIES,Scheming,,,,,,Scheming:
Yssaril Tribes,FACTION_ABILITIES,"When you draw 1 or more action cards, draw 1 additional action card. Then, choose and discard 1 action card from your hand.",,,,,,"When you draw 1 or more action cards, draw 1 additional action card. Then, choose and discard 1 action card from your hand."
Yssaril Tribes,FACTION_ABILITIES,Crafty,,,,,,Crafty:
Yssaril Tribes,FACTION_ABILITIES,You can have any number of action cards in your hand. Game effects cannot prevent you from using this ability.,,,,,,You can have any number of action cards in your hand. Game effects cannot prevent you from using this ability.
Yssaril Tribes,PROMISSORY_NOTE,Spy Net,,,,,,Spy Net:
Yssaril Tribes,PROMISSORY_NOTE,At the start of your turn,,,,,,At the start of your turn:
Yssaril Tribes,PROMISSORY_NOTE,Look at the Yssaril player's hand of action cards. Choose 1 of those cards and add it to your hand.,,,,,,Look at the Yssaril player's hand of action cards. Choose 1 of those cards and add it to your hand.
Yssaril Tribes,PROMISSORY_NOTE,"Then, return this card to the Yssaril player.",,,,,,"Then, return this card to the Yssaril player."
Yssaril Tribes,STARTING_FLEET,2 Carriers,,,,,,2 Carriers
Yssaril Tribes,STARTING_FLEET,1 Cruiser,,,,,,1 Cruiser
Yssaril Tribes,STARTING_FLEET,2 Fighters,,,,,,2 Fighters
Yssaril Tribes,STARTING_FLEET,5 Infantry,,,,,,5 Infantry
Yssaril Tribes,STARTING_FLEET,1 Space Dock,,,,,,1 Space Dock
Yssaril Tribes,STARTING_FLEET,1 PDS,,,,,,1 PDS
Last Bastion,FACTION_SUMMARY,Last Bastion,Last Bastion,"Ordinian: 0/0 (Legendary)
Revelation: 1/2 (Trade Station)
Ordinian Legendary ability: You may exhaust this card when you pass to draw 1 action card and gain 1 command token.",1,Choose one blue or yellow technology with no prerequisites.,,
Last Bastion,FACTION_ABILITIES,Liberate,,,,,,Liberate:
Last Bastion,FACTION_ABILITIES,"When you gain control of a planet, ready that planet if it contains a number of your infantry equal to or greater than that planet's resource value; otherwise, place 1 infantry on that planet.",,,,,,"When you gain control of a planet, ready that planet if it contains a number of your infantry equal to or greater than that planet's resource value; otherwise, place 1 infantry on that planet."
Last Bastion,FACTION_ABILITIES,Galvanize,,,,,,Galvanize:
Last Bastion,FACTION_ABILITIES,"When a game effect instructs a player to galvanize a unit, they place a galvanize token beneath it if it does not have one. Galvanized units roll 1 additional die for combat rolls and unit abilities.",,,,,,"When a game effect instructs a player to galvanize a unit, they place a galvanize token beneath it if it does not have one. Galvanized units roll 1 additional die for combat rolls and unit abilities."
Last Bastion,FACTION_ABILITIES,Phoenix Standard,,,,,,Phoenix Standard:
Last Bastion,FACTION_ABILITIES,"At the end of a combat, you may galvanize 1 of your units that participated.",,,,,,"At the end of a combat, you may galvanize 1 of your units that participated."
Last Bastion,FACTION_TECHNOLOGIES,4x4IC Helios V2,,,,,,4x4IC Helios V2:
Last Bastion,FACTION_TECHNOLOGIES,Last Bastion Space Dock,,,,,,Last Bastion Space Dock
Last Bastion,FACTION_TECHNOLOGIES,Capacity,,,,,,Capacity: 5
Last Bastion,FACTION_TECHNOLOGIES,PRODUCTION,,,,,,PRODUCTION : Planet +4
Last Bastion,FACTION_TECHNOLOGIES,The resource value of this planet is increased by 2,,,,,,The resource value of this planet is increased by 2
Last Bastion,FACTION_TECHNOLOGIES,Proxima Targeting VI,,,,,,Proxima Targeting VI (R):
Last Bastion,FACTION_TECHNOLOGIES,Cancel 1 hit produced by BOMBARDMENT rolls made against your ground forces for each of your galvanized units present.,,,,,,Cancel 1 hit produced by BOMBARDMENT rolls made against your ground forces for each of your galvanized units present.
Last Bastion,FACTION_TECHNOLOGIES,"At the start of a round of ground combat, you may resolve BOMBARDMENT 8",,,,,,"At the start of a round of ground combat, you may resolve BOMBARDMENT 8 (X3) against your opponent's ground forces; if you do, make an identical roll against your own ground forces."
Last Bastion,SPECIAL_UNITS,4x4IC Helios VI,,,,,,4x4IC Helios VI:
Last Bastion,SPECIAL_UNITS,Last Bastion Space Dock,,,,,,Last Bastion Space Dock
Last Bastion,SPECIAL_UNITS,Capacity,,,,,,Capacity: 3
Last Bastion,SPECIAL_UNITS,PRODUCTION,,,,,,PRODUCTION : Planet +2
Last Bastion,SPECIAL_UNITS,The resource value of this planet is increased by 1,,,,,,The resource value of this planet is increased by 1
Last Bastion,FLAGSHIP,The Egeiro,,,,,,The Egeiro:
Last Bastion,FLAGSHIP,Cost,,,,,,Cost: 8
Last Bastion,FLAGSHIP,Combat,,,,,,Combat: 9 (x1)
Last Bastion,FLAGSHIP,Move,,,,,,Move: 1
Last Bastion,FLAGSHIP,Capacity,,,,,,Capacity: 3
Last Bastion,FLAGSHIP,Sustain Damage,,,,,,Sustain Damage
Last Bastion,FLAGSHIP,Apply +1 to the result of each of this unit's combat rolls for each non-home system that contains a planet you control.,,,,,,Apply +1 to the result of each of this unit's combat rolls for each non-home system that contains a planet you control.
Last Bastion,MECH,A3 Valiance,,,,,,A3 Valiance:
Last Bastion,MECH,Cost,,,,,,Cost: 2
Last Bastion,MECH,Combat,,,,,,Combat: 6
Last Bastion,MECH,Sustain Damage,,,,,,Sustain Damage
Last Bastion,MECH,"When this unit is destroyed, if it was galvanized, galvanize up to 3 of your infantry in its system",,,,,,"When this unit is destroyed, if it was galvanized, galvanize up to 3 of your infantry in its system"
Last Bastion,AGENT,Dame Briar,,,,,,Dame Briar:
Last Bastion,AGENT,When a player's unit is destroyed,,,,,,When a player's unit is destroyed:
Last Bastion,AGENT,You may exhaust this card to galvanize another of that player's units in the destroyed unit's system.,,,,,,You may exhaust this card to galvanize another of that player's units in the destroyed unit's system.
Last Bastion,COMMANDER,Nip and Tuck,,,,,,Nip and Tuck:
Last Bastion,COMMANDER,Unlock,,,,,,Unlock: There are 3 galvanized units on the game board
Last Bastion,COMMANDER,Your action cards cannot be canceled by Sabotage action cards.,,,,,,Your action cards cannot be canceled by Sabotage action cards.
Last Bastion,COMMANDER,The Nekro Virus cannot place assimilator tokens on your components.,,,,,,The Nekro Virus cannot place assimilator tokens on your components.
Last Bastion,HERO,Entity 4X41A Apollo,,,,,,Entity 4X41A Apollo:
Last Bastion,HERO,Unlock,,,,,,Unlock: Have 3 scored objectives.
Last Bastion,HERO,Intelligence Unshackled,,,,,,Intelligence Unshackled:
Last Bastion,HERO,When one of your galvanized units is destroyed,,,,,,"When one of your galvanized units is destroyed: You may purge this card to roll 1 die for each unit in its system that belongs to another player; if the result is equal to or greater than the galvanized unit's combat value, destroy that unit."
Last Bastion,PROMISSORY_NOTE,Raise the Standard,,,,,,Raise the Standard:
Last Bastion,PROMISSORY_NOTE,At the end of a combat,,,,,,At the end of a combat:
Last Bastion,PROMISSORY_NOTE,Galvanize 1 of your units that participated.,,,,,,Galvanize 1 of your units that participated.
Last Bastion,PROMISSORY_NOTE,"Then, return this card to the Last Bastion player.",,,,,,"Then, return this card to the Last Bastion player."
Last Bastion,BREAKTHROUGH,The Icon,,,,,,The Icon:  Y<>R
Last Bastion,BREAKTHROUGH,"When you produce ships, you may exhaust this card to place those ships in a system that contains 1 of your command tokens, at least 1 of your ground forces, and no other player's ships.",,,,,,"When you produce ships, you may exhaust this card to place those ships in a system that contains 1 of your command tokens, at least 1 of your ground forces, and no other player's ships."
Last Bastion,STARTING_FLEET,1 Dreadnought,,,,,,1 Dreadnought
Last Bastion,STARTING_FLEET,1 Carrier,,,,,,1 Carrier
Last Bastion,STARTING_FLEET,1 Cruiser,,,,,,1 Cruiser
Last Bastion,STARTING_FLEET,2 Fighter,,,,,,2 Fighter
Last Bastion,STARTING_FLEET,3 Infantry,,,,,,3 Infantry
Last Bastion,STARTING_FLEET,1 Space Dock,,,,,,1 Space Dock
The Ral Nel Consortium,FACTION_SUMMARY,The Ral Nel Consortium,The Ral Nel Consortium,"Mez Lo Orz Fei Zsha : 2/1
Rep Lo Orz Oet : 1/3",4,Choose one red or green technology with no prerequisites,,
The Ral Nel Consortium,FACTION_ABILITIES,Survival Instinct,,,,,,Survival Instinct:
The Ral Nel Consortium,FACTION_ABILITIES,"After another player activates a system that contains your ships, you may move up to 2 of your ships into the active system from adjacent systems that do not contain your command tokens",,,,,,"After another player activates a system that contains your ships, you may move up to 2 of your ships into the active system from adjacent systems that do not contain your command tokens"
The Ral Nel Consortium,FACTION_ABILITIES,Miniaturization,,,,,,Miniaturization:
The Ral Nel Consortium,FACTION_ABILITIES,"Your structures can be transported by any ship; this does not require or count against capacity. While your structures are in the space area, they cannot use their unit abilities. At the end of your tactical actions, you may place your structures that are in space areas onto planets you control in their respective systems.",,,,,,"Your structures can be transported by any ship; this does not require or count against capacity. While your structures are in the space area, they cannot use their unit abilities. At the end of your tactical actions, you may place your structures that are in space areas onto planets you control in their respective systems."
The Ral Nel Consortium,FACTION_TECHNOLOGIES,Nanomachines,,,,,,Nanomachines (R)
The Ral Nel Consortium,FACTION_TECHNOLOGIES,ACTION,,,,,,ACTION: Exhaust this card to place 1 PDS on a planet you control.
The Ral Nel Consortium,FACTION_TECHNOLOGIES,ACTION,,,,,,ACTION: Exhaust this card to repair all of your damaged units.
The Ral Nel Consortium,FACTION_TECHNOLOGIES,ACTION,,,,,,ACTION: Exhaust this card and discard 1 action card to draw 1 action card.
The Ral Nel Consortium,FACTION_TECHNOLOGIES,Linkship II,,,,,,Linkship II (RR)
